Universidad de Origen:;Título:;Nº referencia de la solicitud:;Tipo:;Apellidos y Nombre/ Persona Jurídica:;Nombre/ Persona Jurídica-C2:;Nombre y apellidos-C2:;Solicitada:;Fecha solicitud:;Denegada:;Concedida:;Nº BOPI /Asiento registral/Registro VV:;¿Abandonada?;Códigos CIP:;Breve Descripción/Resumen:;Palabras Clave:;Clasificación: (Códigos UNESCO);País/es de prioridad:;Área Nacional;Área Europea;Área PCT;Otros (especificar);Posible aplicación industrial;Especificar el nº de referencia;Observaciones;Estudio previo (si/no);Plan de comecialización (si/no);Plan de negocio (si/no);S/N;Posible aplicación industrial:;Observaciones:
Valladolid;e-poliTrauma: Aplicación móvil para la evaluación inicial del paciente politraumatizado;765-1036707;Registro de Propiedad Intelectual;Isabel De la Torre Díaz, Miguel Cantón González, Francisco Martín Rodriguez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;02/12/2021;No;;;No;;;politraumatismos;;;;;;;;;;SI;No;No;;España;
Valladolid;SISTEMA DE MONITORIZACIÓN EN TIEMPO REAL PARA EL TRANSPORTE EQUINO;U202132317;Modelo de utilidad;Vicente José Garrido Freijanes.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;22/11/2021;NO;NO;;NO;;"SISTEMA DE MONITORIZACIÓN EN TIEMPO REAL PARA EL
TRANSPORTE EQUINO";transporte, caballos, equino, monitorizacion;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;CHIP MICROFLUÍDICO PARA LA SÍNTESIS IN-SITU DE NANOESTRELLAS DE PLATA CON PROPIEDADES PLASMÓNICAS PARA ANÁLISIS SERS;P202131038;Patente;Marco Veneranda, Guillermo Eduardo Lopez Reyes, Jose Antonio Manrique Martinez, Fernando Rull Perez, Jesús Medina García.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;05/11/2021;NO;NO;;NO;;"CHIP MICROFLUÍDICO PARA LA SÍNTESIS IN-SITU DE NANOESTRELLAS
DE PLATA CON PROPIEDADES PLASMÓNICAS PARA
ANÁLISIS SERS";chip, microfluido, nanoestrellas, SERs;;España;SI;NO;SI;;;;;SI;NO;NO;;SI;
Valladolid;"COMPUESTO RETICULADO DE LIGNINA METACRILADA Y OLIGÓMEROS DE QUITOSANO CAPAZ DE ACTUAR COMO
NANOTRANSPORTADOR DE COMPUESTOS BIOACTIVOS, MÉTODO DE OBTENCIÓN Y USOS";P202131019;Patente;Eva Sánchez Hernández, Jesús Martín Gil, Laura Buzón Durán, Pablo Martín Ramos.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;29/10/2021;NO;NO;;NO;;"COMPUESTO RETICULADO DE LIGNINA METACRILADA Y OLIGÓMEROS DE QUITOSANO CAPAZ DE ACTUAR COMO
NANOTRANSPORTADOR DE COMPUESTOS BIOACTIVOS, MÉTODO DE OBTENCIÓN Y USOS";Lignina, oligómeros, quitosano, nanotransportador, compuestos bioactivos;;España;SI;NO;SI;;;;;SI;NO;NO;;SI;
Valladolid;"COMPUESTO RETICULADO DE LIGNINA METACRILADA Y OLIGÓMEROS DE QUITOSANO CAPAZ DE ACTUAR COMO
NANOTRANSPORTADOR DE COMPUESTOS BIOACTIVOS, MÉTODO DE OBTENCIÓN Y USOS";P202131019;Patente;Eva Sánchez Hernández, Jesús Martín Gil, Laura Buzón Durán, Pablo Martín Ramos.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;29/10/2021;NO;NO;;NO;;"COMPUESTO RETICULADO DE LIGNINA METACRILADA Y OLIGÓMEROS DE QUITOSANO CAPAZ DE ACTUAR COMO
NANOTRANSPORTADOR DE COMPUESTOS BIOACTIVOS, MÉTODO DE OBTENCIÓN Y USOS";Lignina, oligómeros, quitosano, nanotransportador, compuestos bioactivos;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;Red neuronal para encontrar la relación entre la estructura de materiales sólidos nanoporosos y sus capacidades de almacenamiento de H2;VA-316-2021;Registro de Propiedad Intelectual;Elsa López Pérez, Iván Cabria Alvaro, Mª Begoña Torres Cabrera.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;25/10/2021;No;No;;No;;;fotovoltaico;;;;;;;;;;SI;No;No;;España;
Valladolid;Método y Sistema para inspeccionar módulos de plantas fotovoltaicas;P202130996;Patente;Álvaro Martín Buenaposada, Ángel Moretón Fernández, Juan Jimenez López, Miguel Ángel Gonzalez rebollo, Cristian Terrados Lopez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;22/10/2021;NO;NO;;NO;;Método y Sistema para inspeccionar módulos de plantas fotovoltaicas;moduñlos solares, fotovoltaico, inspeccion;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;Dispositivo motriz;P202130981;Patente;Daniel Camilo Sierra Valero.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;20/10/2021;NO;NO;;NO;;Dispositivo motriz;robot, motriz;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;"Dispositivo medidor de la frecuencia respiratoria de un paciente y
método de medición asociado";P202130975;Patente;David Fernández Farto.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;19/10/2021;NO;NO;;NO;;"Dispositivo medidor de la frecuencia respiratoria de un paciente y
método de medición asociado";Medidor, monitorizacion respiratoria, paciente;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;Pieza para articulación del brazo de un robot;P202130866;Patente;Guillermo Cabezas Lopez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;17/10/2021;NO;NO;;NO;;Pieza para articulación del brazo de un robot;robot, brazo;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;SISTEMA PARA MEDIR LA HUMEDAD EN UN MEDIO;P202130940;Patente;Ramón De la Rosa Steinz, Albano Carrera González, Antonio Sainz Santos, Francisco Huidobro Garcia.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;07/10/2021;NO;NO;;NO;;SISTEMA PARA MEDIR LA HUMEDAD EN UN MEDIO;sistema, humedad, control;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;Dispositivo de seguridad para bicicletas;P202130930;Patente;Lucía Frau Llorente.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;05/10/2021;NO;NO;;NO;;Dispositivo de seguridad para bicicletas;seguridad, bicicletas;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;SUSTANCIA IGNÍFUGA PARA LA PREVENCIÓN DE INCENDIOS Y MÉTODO DE PRODUCCIÓN ASOCIADO;P202130919;Patente;Isabel Cañizo Alonso, Fernando Moreda Alonso.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;01/10/2021;NO;NO;;NO;;SUSTANCIA IGNÍFUGA PARA LA PREVENCIÓN DE INCENDIOS Y MÉTODO DE PRODUCCIÓN ASOCIADO;Ignifuga, sustancia, incendios;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;Mobiliario infantil Polivalente;U202131936;Modelo de utilidad;Henar Martínez Casáis, Beatriz Martín Herrero, Ana Sánchez González, Diana Torres García.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;30/09/2021;NO;NO;;NO;;mobiliario infantil polivalente;Mobiliario polivalente, infantil;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;Programa LBIC;VA-288-2021;Registro de Propiedad Intelectual;Diego González Frances, Ángel Moretón fernández.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;29/09/2021;No;No;;No;;;fotovoltaico;;;;;;;;;;SI;No;No;;España;
Valladolid;Aplicación informática para la generación de la trayectoria de referencia en cirugías endoscópicas endonasales y transesfenoidales;VA-285-2021;Registro de Propiedad intelectual;Carlos Fortubel Mediavilla.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;24/09/2021;NO;NO;;NO;;;endoscopias;;;;;;;;;;Si;No;No;;España;
Valladolid;Software para medidor inalámbrico de la frecuencia respiratoria destinado a la moritorización médica;VA-286-2021;Registro de Propiedad intelectual;David Fernández Farto.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;24/09/2021;NO;NO;;NO;;;respiratorio, monitorizacion;;;;;;;;;;SI;NO;No;;España;
Valladolid;Tostadora de pan;P202130863;Patente;Andrea Leonardo Gómez, Alberto Mato Gómez, María Núñéz Pérez, Silvia Rodríguez Gutiérrez, Víctor Santos Izquierdo, Pablo Sánchez Arroyo.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;16/09/2021;NO;NO;;NO;;Tostadora de pan;Tostadora, pan;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;"DISPOSITIVO DE MONITORIZACIÓN DE CONTAMINACIÓN Y SISTEMA QUE LO
COMPRENDE";P20210910;Patente;Míriam Casado Rodríguez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;16/09/2021;NO;NO;;NO;;DISPOSITIVO DE MONITORIZACIÓN DE CONTAMINACIÓN y sistema que lo comprende;monitorizacion, contaminación, redes de sensores;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;"DISPOSITIVO DE AUTOINOCULACIÓN PARA
INSECTOS DEL GÉNERO MONOCHAMUS";P202130842;Patente;Alberto SACRISTÁN VELASCO, Jorge MARTÍN GARCÍA.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;09/09/2021;NO;NO;;NO;;"DISPOSITIVO DE
AUTOINOCULACIÓN PARA
INSECTOS DEL GÉNERO
MONOCHAMUS";Autoinoculacion, insectos, Monochamus;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;SISTEMA DE CLIMATIZACIÓN Y CONTAINER;P202130796;Patente;Mario Gómez Carnero, Vicente Garrido Freijanes, Miguel Villagrá García.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;16/08/2021;NO;NO;;NO;;"SISTEMA DE CLIMATIZACIÓN Y
CONTAINER";Climatizacion;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;Cámara hueca flexible para estructura arquitectónica;P202130669;Patente;Gamaliel López Rodríguez, Antonio Álvaro Tordesillas, Alberto Meiss Rodríguez, Marta Fernández Polo.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;15/07/2021;NO;NO;;NO;;"Cámara hueca flexible para
estructura arquitectónica";camara flexible, arqitectura;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;DISPOSITIVO PORTÁTIL DE LECTURA EN BRAILLE PARA PERSONAS CON DISCAPACIDAD VISUAL;P202130662;Patente;Sergio Perez Callejo, Noemí Merayo Álvarez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;14/07/2021;NO;NO;;NO;;DISPOSITIVO PORTÁTIL DE LECTURA EN BRAILLE PARA PERSONAS CON DISCAPACIDAD VISUAL;lectura, braile, dispositivo apoyo;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;SISTEMA DE RECOGIDA DE PIEZAS Y PRODUCTOS PARA MONTAJES O PREPARACIONES DE PEDIDOS;U202131299;Modelo de utilidad;Raul Hurtado Gavilán, manuel San Juan Blanco.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;21/06/2021;NO;NO;;NO;;Sistema de recogida de piezas y productos para montajes o preparaciones de pedidos;Piezas, montajes, pedidos;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;SISTEMA DE MONITORIZACIÓN EN TIEMPO REAL PARA EL TRANSPORTE EQUINO;P202130567;Patente;Vicente José Garrido Freijanes.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;18/06/2021;NO;NO;;NO;;SISTEMA DE MONITORIZACIÓN EN TIEMPO REAL PARA EL TRANSPORTE EQUINO;transporte, equino, caballos, monitorizacion;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;METHOD FOR MONITORING OR PREDICTING WHETHER A PATIENT SUFFERING FROM OBESITY IS RESPONDING OR WILL RESPOND TO A VERY-LOW-CALORIE KETOGENIC DIET (VLCKD);EP21382469.1;Patente;Ana Belen CRUJEIRAS MARTÍNEZ, Felipe CASANUEVA FREIJO, Andrea GONZÁLEZ IZQUIERDO, Daniel Antonio DE LUIS ROMAN, Maitane NÚÑEZ, Ignacio SAJOUX.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;21/05/2021;NO;NO;;NO;;METHOD FOR MONITORING OR PREDICTING WHETHER A PATIENT SUFFERING FROM OBESITY IS RESPONDING OR WILL RESPOND TO A VERY-LOW-CALORIE KETOGENIC DIET (VLCKD);monitorizacion, pacientes, obesidad, dieta, calorias;;España;NO;SI;NO;;;;;SI;NO;NO;;SI;
Valladolid;Aparato y procedimiento para la realización de grietas controladas en muestras de silicio monocristalino y multicristalino;U202130054;Modelo de utilidad;Ángel Ángel Moretón Fernández, Sofía Rodríguez Cond, Miguel ángel González Rebollo, Óscar Martínez Sacristan.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;14/05/2021;NO;NO;;NO;;Aparato y procedimiento para la realización de grietas controladas en muestras de silicio monocristalino y multicristalino;grietas, silicio, caracterización;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;Percha;U202130610;Modelo de utilidad;Raúl Calvo Gutiérrez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;25/03/2021;NO;NO;;NO;;"Percha que comprende una primera ala, una segunda ala, un gancho en
una de las alas, una primera superficie de contacto en la primera ala y una segunda superficie de contacto en la segunda ala, al menos una pestaña flexible sobresaliendo de la primera superficie de contacto y al menos un alojamiento complementario con las pestañas flexibles situados en la segunda ala";percha, flexible;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;METHOD FOR THE DIAGNOSIS OF A CORONAVIRUS INFECTION;EP21382219.0;Patente;Eduardo TAMAYO GÓMEZ, Esther GÓMEZ SÁNCHEZ, Álvaro TAMAYO VELASCO, Pedro J. MARTÍNEZ DE PAZ, Itziar FERNÁNDEZ MARTÍNEZ, David BERNARDO ORDIZ, María HEREDIA RODRÍGUEZ, Hugo GONZALO BENITO.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;18/03/2021;NO;NO;;NO;;METHOD FOR THE DIAGNOSIS OF A CORONAVIRUS INFECTION;Diagnóstico, COVID, virus;;España;NO;SI;NO;;;;;SI;NO;NO;;SI;
Valladolid;SISTEMA DE PROTECCIÓN CONTRA EL CONTAGIO DE VIRUS EN PUESTOS DE TRABAJO DE OFICINA;P202130163;Patente;Rafael Díez Vega, Alberto GRIJALBA BENGOECHEA, Rafael VILLAGRÁ HERRERO, Julio GRIJALBA BENGOECHEA, Marta LÓPEZ ANTUÑANO, Francisco José VALBUENA GARCÍA, Francisco Julian RAMOS MANZANO.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;26/02/2021;NO;No;;No;;"SISTEMA DE PROTECCIÓN
CONTRA EL CONTAGIO DE
VIRUS EN PUESTOS DE TRABAJO DE OFICINA";Proteccion, covid, puesto trabajo;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;Compuestos para su uso en la prevención y/o tratamiento de la inflamación y el estrés oxidativo del segmento anterior del ojo;P- 202031306;Patente;Margarita Calonge Cano, Maria José Cocero Alonso, Maria Jesús González García, Soraya Rodríguez Rojo.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;28/12/2020;NO;NO;;NO;;Compuestos para su uso en la prevención y/o tratamiento de la inflamación y el estrés oxidativo del segmento anterior del ojo;tratamiento, estrés oxidativo, ojo ;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;In Vitro Method for predicting mortality in COVID-19 Patients;EP-20383140.9;Patente;Jose Luis Velasco Gómez, Jesús Francisco Bermejo Martín, Pilar Armero Martínez, David Kelvin, García Díez Tatiana, D. Thierry Bardinet, García Piqueres Luzma, Gómez López Gemma, Lloret Teresa, Inma Íñiguez.;"UNIVERSIDAD DE VALLADOLID
Instituto de Estudios Ciencias de la Salud de Castilla y León (IECSCYL-IBSAL)
David J. Kelvin
Gerencia Regional de Salud de Castilla y León
FUNDACIÓN PARA LA INVESTIGACIÓN BIOMÉDICA DEL HOSPITAL GREGORIO MARAÑÓN (FIBHGM)
CONSORCIO CENTRO DE INVESTIGACIÓN BIOMÉDICA EN RED, M.P. (CIBER)
CONSORCIO CENTRO DE INVESTIGACIÓN BIOMÉDICA EN RED, M.P. (CIBER)
Institut d?Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)
UNIVERSITAT DE BARCELONA";"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;23/12/2020;NO;NO;;NO;;Método de predicción de mortalidad in vitro para pacientes de COVID-19;"COVID-19; In Vitro, mortalidad";;España;SI;SI;SI;;;;;SI;NO;NO;;SI;
Valladolid;Estimación del OTR de madera mediante el reconocimiento de sus propiedades anatómicas;VA-303-2020;Registro de Propiedad intelectual;Ignacio Nevares Domínguez, María del Álamo Sanza, Víctor Martínez Martínez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;16/12/2020;NO;NO;;NO;;;matlab;;;;;;;;;;SI;NO;NO;;España;
Valladolid;Global Sustainability Crossroads;VA-287-2020;Registro de Propiedad intelectual;Luis Javier Miguel González, David Álvarez Antelo, Íñigo Capellán Pérez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;30/11/2020;NO;NO;;NO;;Global Sustainability Crossroads;sustainability;;;;;;;;;;SI;NO;NO;;España;
Valladolid;Equipo y método para la recuperación de amoniaco en fluidos con alto contenido en nitrógeno amoniac;P-202030976;Patente;Mercedes Sánchez Báscones, Juan Manuel Antolín Rodríguez, María Cruz García González, Beatriz Molinuevo Salces, Berta Riaño Irazábal.;"UNIVERSIDAD DE VALLADOLID
INSTITUTO TECNOLÓGICO AGRARIO DE CASTILLA Y LEÓN (ITACYL)";"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;24/11/2020;;NO;;No;;Equipo y método para la recuperación de amoniaco en fluidos con alto contenido en nitrógeno amoniac;recuperación amoniaco, fluidos, nitrogeno amoniac;;España;SI;No;SI;;;;;Si;NO;NO;;Si;
Valladolid;Plantilla de colocación de conectores en forjado colaborante de madera-hormigón;U-202031968;Modelo de utilidad;Yoana García Rodríguez, Fidel A. Mato Chain, Juan García Serna.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;23/11/2020;NO;NO;;NO;;Plantilla de colocación de conectores en forjado colaborante de madera-hormigón;connectores, forjado madera-hormigon;;España;SI;NO;NO;;;;;SI;NO;NO;;SI;
Valladolid;Procedimiento de fabricación de una lámina de espuma polimérica sin pieles sólidas no espumadas;P-202031086;Patente;Daniel Cuadra Rodríguez, Suset Barroso Solares, Miguel Ángel Rodríguez Pérez, Javier Pinto Sanz.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;29/10/2020;No;NO;;No;;Procedimiento de fabricación de una lámina de espuma polimérica sin pieles sólidas no espumadas;fabricación, espuma polimérica, lámina, espumas;;España;SI;No;SI;;;;;Si;NO;NO;;Si;
Valladolid;Complejo binario de ionóforos de zinc y composición que lo comprende para el tratamiento de enfermedades crónicas, degenerativas e infecciosas mediante el incremento del glutatión intracelular;P-202031072;Patente;Jesús Martín Gil, Celia Andrés Juan, Eduardo Pérez Lebeña.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;27/10/2020;NO;NO;;NO;;Complejo binario de ionóforos de zinc y composición que lo comprende para el tratamiento de enfermedades crónicas, degenerativas e infecciosas mediante el incremento del glutatión intracelular;complejo binario, ionosforos de zinc, enfermedades crónicas, enfermedades degenerativas, enfermedades infecciosas, glutatión celular;;España;SI;No;NO;;;;;Si;NO;NO;;Si;
